,nameAr,neighbhood,nameEn,cityId,neCoordinates,swCoordinates
770,المتنزهات,Al Mutanazahat,al mutanazahat,18,"21.48833429,39.31033877","21.44641597,39.26910998"
771,الجامعة,Al Jamiah,al jamiah,18,"21.48715228,39.26368878","21.46012282,39.23812689"
772,الروابي,Ar Rawabi,ar rawabi,18,"21.48833429,39.28003897","21.45225013,39.26109653"
773,الفضل,Al Fadel,al fadel,18,"21.44939341,39.34993726","21.41494982,39.30460700"
774,ام السلم,Um Asalam,um asalam,18,"21.48321247,39.34566186","21.43794935,39.30621519"
775,مدينة الملك عبدالعزيز الطبية,King Abdul Aziz Medical City,king abdul aziz medical city,18,"21.43246704,39.37259462","21.40797392,39.35742579"
776,البغدادية الغربية,Al Baghdadiyah Al Gharbiyah,al baghdadiyah al gharbiyah,18,"21.51027929,39.18759770","21.48622996,39.16450439"
777,ابحر الشمالية,Abhur Ash Shamaliyah,abhur ash shamaliyah,18,"21.78340508,39.14871744","21.70679705,39.06855972"
778,الرويس,Ar Ruwais,ar ruwais,18,"21.52908953,39.18300505","21.49845645,39.16013318"
779,بترومين,Petromin,petromin,18,"21.46083962,39.20594801","21.42779890,39.15420702"
780,الاندلس,Al Andalus,al andalus,18,"21.55554015,39.17766039","21.50643889,39.11281590"
781,ابحر الجنوبية,Abhur Al Janubiyah,abhur al janubiyah,18,"21.77187384,39.15106167","21.69943292,39.09726161"
782,المرجان,Al Murjan,al murjan,18,"21.71049442,39.11163681","21.65958787,39.08679573"
783,السرورية,As Sororyah,as sororyah,18,"21.41201673,39.23154024","21.37447439,39.19740432"
784,الاجاويد,Al Ajaweed,al ajaweed,18,"21.42543975,39.33349217","21.37524409,39.28335787"
785,الشاطئ,Ash Shati,ash shati,18,"21.66437556,39.13030114","21.54424588,39.09737225"
786,مدائن الفهد,Madain Al Fahd,madain al fahd,18,"21.47416973,39.26116279","21.44896791,39.21757584"
787,الزهراء,Az Zahra,az zahra,18,"21.61055414,39.14516084","21.57180353,39.12179449"
788,الحمراء,Al Hamra,al hamra,18,"21.54147689,39.18032583","21.50850532,39.15054346"
789,الفيحاء,Al Faiha,al faiha,18,"21.51147070,39.24046589","21.48172668,39.19406099"
790,حطين,Hteen,hteen,80,"26.05810797,44.05777112","26.02441215,44.01722025"
791,سنام,Snam,snam,80,"26.05222676,44.03425845","26.01609627,44.00458634"
792,الروضة,Ar Rawdah,ar rawdah,80,"26.04840108,44.01524633","26.01500140,43.98200172"
793,الدوحة,Ad Dawhah,ad dawhah,80,"26.05054241,43.98626976","26.02775490,43.97021139"
794,الحاجب,Al Hajeb,al hajeb,80,"26.04629868,43.97030046","26.02729614,43.94991669"
795,الرمال,Ar Rimal,ar rimal,80,"26.06888169,43.95636557","26.04072346,43.93101377"
796,الحفيرة,Al Hufayrah,al hufayrah,80,"26.09159045,43.94160701","26.05751514,43.90431481"
797,الصفا,As Safa,as safa,80,"26.10236092,44.08106411","26.07102934,44.05306416"
798,الملك خالد,King Khalid,king khalid,80,"26.09814232,44.05307956","26.07487000,44.02811672"
799,الملك فهد,King Fahd,king fahd,80,"26.11768396,44.05592196","26.09273207,44.02382655"
800,الرياضى,Ar Riyadi,ar riyadi,80,"26.10798120,44.07012760","26.08167147,44.04599040"
801,القيروان,Al Qirawan,al qirawan,80,"26.07210548,44.06216258","26.05804189,44.03923033"
802,غرناطة,Ghirnatah,ghirnatah,80,"26.06748506,44.04352846","26.05398852,44.02492519"
803,قرطبة,Qurtubah,qurtubah,80,"26.06421919,44.02863339","26.05094394,44.00881235"
804,العقيق,Al Aqiq,al aqiq,80,"26.06315034,44.01722025","26.04830025,43.99704757"
805,الشفاء,Ash Shifa,ash shifa,80,"26.08569979,44.00997975","26.07286194,43.99148512"
806,المطار,Airport,airport,80,"26.09183627,44.00353454","26.08162792,43.98841601"
807,السليمانية,As Sulimaniyah,as sulimaniyah,80,"26.09278435,44.01902143","26.07975830,43.99850066"
808,الوسطى,Al Wusta,al wusta,80,"26.08297870,44.01910120","26.07272886,44.00727447"
809,المنطقة الصناعية الثانية,Industrial Area No2 District,industrial area no2 district,80,"26.08353962,44.02720080","26.07272886,44.01890612"
810,المنطقة الصناعية الاولى,Industrial Area No1 District,industrial area no1 district,80,"26.09185663,44.02582788","26.08297870,44.01698948"
811,الخليج,Al Khalij,al khalij,80,"26.09270421,44.03238257","26.08242103,44.02286273"
812,المستودعات,Warehouse,warehouse,80,"26.08331359,44.03596007","26.07376287,44.02582788"
813,الهداء,Al Hadaa,al hadaa,80,"26.10056902,43.99867094","26.09025323,43.98594772"
814,الصالحية,As Salhiyah,as salhiyah,80,"26.10587969,43.99917494","26.09703434,43.98406691"
815,المنتزة,Al Muntazah,al muntazah,80,"26.11879023,43.99934664","26.10501363,43.98420484"
816,اليرموك,Al Yarmuk,al yarmuk,80,"26.12109889,43.98500626","26.10610978,43.96966580"
817,النسيم,An Nasim,an nasim,80,"26.12517345,43.97701440","26.10691671,43.95908278"
818,الرحمانية,Ar Rahmaniyah,ar rahmaniyah,80,"26.14112148,43.95941345","26.11154395,43.93918574"
819,دمشية,Damshiah,damshiah,80,"26.13518576,43.94594705","26.11148316,43.90308394"
820,المحمدية,Al Muhammadiyah,al muhammadiyah,80,"26.11577840,43.94500081","26.08979247,43.92286362"
821,العبسة,Al Absiah,al absiah,80,"26.15638503,43.95813575","26.12326624,43.89145646"
822,بدر,Badr,badr,80,"26.14308936,43.90860315","26.10760749,43.87825724"
823,الوهلان,Al Wahlan,al wahlan,80,"26.11781004,43.93063117","26.08873535,43.89194928"
824,مليحة,Mlihah,mlihah,80,"26.10625750,43.95999566","26.08641532,43.94196680"
825,مربيدة,Marbidah,marbidah,80,"26.10165800,43.97854523","26.08613640,43.95964637"
826,العليا,Al Ulaya,al ulaya,80,"26.11154395,43.96624150","26.09980136,43.95941345"
827,وسط المدينة,Down Town,down town,80,"26.10860861,43.99018595","26.08423961,43.96318606"
828,الريان,Ar Rayan,ar rayan,80,"26.08618891,43.99254466","26.07475500,43.97596939"
829,الفاخرية,Al Fakhriyah,al fakhriyah,80,"26.07875177,43.99704757","26.06061493,43.97354036"
830,النقيلية,An Nuqailiah,an nuqailiah,80,"26.06469750,43.98240528","26.05054241,43.97003248"
831,السحيمية,As Suhaymiyyah,as suhaymiyyah,80,"26.07775259,43.97569933","26.06469750,43.95962264"
832,البديعة,Al Badiah,al badiah,80,"26.08641532,43.97696382","26.07429863,43.95999566"
833,السلام,As Salam,as salam,80,"26.08979247,43.96023822","26.07068161,43.94109295"
834,اشبيلية,Ishbiliyah,ishbiliyah,80,"26.08297242,43.94963069","26.06787288,43.92977429"
835,العونية,Al Awniyah,al awniyah,80,"26.09177514,43.94204174","26.07734864,43.92374892"
836,الحمراء,Al Hamra,al hamra,80,"26.03390342,43.98619289","26.01668874,43.96495525"
837,الفيحاء,Al Faiha,al faiha,80,"26.05611496,44.00500664","26.04658874,43.98626976"
838,الذهبي,Ad Dahbi,ad dahbi,80,"26.06187846,43.99069741","26.04840108,43.97723547"
839,الجامعي,Al Jamai,al jamai,80,"26.12423972,44.08259060","26.09948899,44.05580273"
840,المروج,Al Muruj,al muruj,80,"26.14204263,44.02780443","26.11486345,43.99917410"
841,اليمامة,Al Yamamah,al yamamah,80,"26.11659567,44.02442196","26.10574105,44.00733732"
842,القادسية,Al Qadisiyah,al qadisiyah,80,"26.11739020,44.01239134","26.10562513,43.99917494"
843,المنار,Al Manar,al manar,80,"26.10582862,44.02828188","26.09152511,44.01231626"
844,الاشرفية,Al Ashrafiyah,al ashrafiyah,80,"26.10574041,44.01239394","26.09183627,43.99812738"
845,الخزامي,Al Kuzami,al kuzami,80,"26.14357893,44.00359988","26.11740683,43.98500626"
846,الروغاني,Ar Rawghani,ar rawghani,80,"26.16246189,43.99329194","26.11879023,43.95531520"
847,الزهراء,Az Zahra,az zahra,80,"26.17173679,44.03622364","26.15450682,44.00639333"
848,الصفراء,As Safraa,as safraa,80,"26.21769168,44.08661640","26.17084444,44.03622510"
849,المباركية,Al Mubarkiah,al mubarkiah,80,"26.19398065,43.92884857","26.14381234,43.86869986"
850,المدوية,Al Mudwiah,al mudwiah,80,"26.18891471,43.89186065","26.12805199,43.83459930"
851,اليرموك,Al Yarmuk,al yarmuk,80,"26.21542137,44.13007851","26.14152099,44.07970875"
852,النظيم,An Nazim,an nazim,80,"26.14614002,44.13055978","26.09872650,44.06628451"
853,التحلية,At Tahliyah,at tahliyah,80,"26.07183738,44.07604682","26.05826418,44.05755909"
854,الجزيرة,Al Jazirah,al jazirah,80,"26.06051519,44.06996868","26.04265443,44.04383189"
855,البستان,Al Bustan,al bustan,80,"26.07487000,44.03923033","26.06421919,44.02340647"
856,الوفاء,Al Wafa,al wafa,80,"26.07330035,44.02492519","26.06315034,44.00964171"
857,الزاهر,Az Zahir,az zahir,80,"26.07474912,44.01068971","26.06217785,43.99364535"
858,الواحة,Al Wahah,al wahah,80,"26.11756721,44.13125573","26.00475101,44.05792130"
859,سوق الماشية,Suq Al Mashiya,suq al mashiya,80,"26.02729614,43.97301922","25.99357821,43.92351682"
860,الجلده,Al Jaldah,al jaldah,80,"26.02138513,44.02933716","25.99388012,43.96487455"
861,الندى,An Nada,an nada,80,"26.06694136,43.94991669","25.99330282,43.88713169"
862,ربوة الحاجب,Rabwat Al Hajeb,rabwat al hajeb,80,"26.04072346,43.96495525","25.99353987,43.91819988"
863,الغضا,Al Kada,al kada,80,"26.08874682,43.92122658","25.99290364,43.83557915"
864,الشعيب,Ash Shuaib,ash shuaib,80,"26.17324666,43.90423360","26.07700551,43.83462461"
865,البويطن,Al Buaiten,al buaiten,80,"26.17173710,44.00788052","26.15551341,43.98800325"
866,النرجس,An Narjis,an narjis,80,"26.15601083,44.00605051","26.14203160,43.98861538"
867,عكاظ,Uqaz,uqaz,80,"26.21705344,44.05208361","26.17136223,43.98668982"
868,النفود,An Nofoad,an nofoad,80,"26.20565302,43.95619940","26.15305135,43.88340385"
869,الوادي,Al Wadi,al wadi,80,"26.21463335,44.03338464","26.15232303,43.94365575"
870,القصور,Al Qusor,al qusor,80,"26.07567382,43.96017757","26.05989456,43.94271366"
871,الحديقة,Al Hadiqah,al hadiqah,80,"26.05882467,43.97723547","26.03396236,43.95280015"
872,المصيف,Al Masif,al masif,80,"26.11464082,43.95971395","26.09859857,43.94488596"
873,الجوهرة,Al Jawharah,al jawharah,80,"26.06734570,43.97478947","26.05370116,43.95575080"
874,الخالدية,Al Khalidiyah,al khalidiyah,80,"26.06217785,43.99950809","26.05115234,43.98712487"
875,الثقافة,Athaqafah,athaqafah,80,"26.13863959,44.06635600","26.10822051,44.02442196"
876,المروة,Al Marwah,al marwah,80,"26.15392746,44.08364939","26.12427105,44.02761978"
877,الفخامة,Al Fakamah,al fakamah,80,"26.15554613,44.03050434","26.13866649,44.00369770"
878,الفيصلية,Al Faisaliyah,al faisaliyah,80,"26.17136223,44.08661697","26.14083291,44.03036168"
879,الزغيبة,Az Zugaibah,az zugaibah,80,"26.16439393,44.13035254","26.12711397,44.09284720"
880,الاسكان,Al Iskan,al iskan,80,"26.08166535,44.05730352","26.06748506,44.03596007"
881,الحزم,Al Hazm,al hazm,80,"26.04280659,44.13132763","25.99432711,44.01650947"
882,الصالحية,As Salihiyah,as salihiyah,2213,"30.98682336,41.05956817","30.96931215,41.04012145"
883,الفيصلية,Al Faysaliyah,al faysaliyah,2213,"30.99194514,41.04785686","30.97507154,41.02999903"
884,المحمدية,Al Muhammadiyah,al muhammadiyah,2213,"30.99723855,41.03780232","30.98007175,41.02176692"
885,الناصرية,An Nasriyah,an nasriyah,2213,"30.97507154,41.05178663","30.95076546,41.02597638"
886,الربوه,Ar Rabwah,ar rabwah,2213,"31.01621566,41.06138496","30.98682336,41.03542592"
887,العزيزية,Al Aziziyah,al aziziyah,2213,"30.99710004,41.02875983","30.98314298,41.01266163"
888,بدنة,Badanah,badanah,2213,"30.99763457,41.01415536","30.98707632,40.99307036"
889,الريان,Ar Rayyan,ar rayyan,2213,"30.98007175,41.04012145","30.97005777,41.02616464"
890,المنطقة الصناعية,Industrial Area,industrial area,2213,"30.97490179,41.03269084","30.96081192,41.01755559"
891,المساعدية,Al Musaidiyah,al musaidiyah,2213,"30.97692635,41.02276081","30.96483321,40.99894865"
892,مشرف,Mushrif,mushrif,2213,"30.97151689,41.01609484","30.96105536,40.99766048"
893,الروضة,Ar Rawdah,ar rawdah,2213,"30.98314490,41.02999903","30.97308670,41.01663744"
894,الخالدية,Al Khalidiyah,al khalidiyah,2213,"30.98707632,41.02176810","30.97486189,41.00684342"
895,المطار,Al Matar,al matar,2213,"30.99323355,41.01266163","30.97267060,40.97771892"
896,مزهرة,Mizhirah,mizhirah,17,"16.83040974,42.74164880","16.82215271,42.72876567"
897,بحرة,Bahrah,bahrah,18,"21.44338185,39.52879650","21.37395248,39.40877704"
898,الفيصلية,Al Faisaliyah,al faisaliyah,3347,"17.49294001,47.12378376","17.48533621,47.11124966"
899,السوق,As Suq,as suq,3347,"17.49313265,47.11489529","17.48137061,47.10824197"
900,جنوب المستشفى العسكري,Janub Al Mustashfa Al Askari,janub al mustashfa al askari,3347,"17.47744064,47.10968403","17.47406659,47.09699296"
901,سلطانة,Sultanah,sultanah,3347,"17.48226104,47.11696763","17.47544015,47.10898993"
902,المستشفى العسكري,Al Mustashfa Al Askari,al mustashfa al askari,3347,"17.48137061,47.10944972","17.47595273,47.09761165"
903,الروضة الشمالية,Ar Rawdah Ash Shamaliyyah,ar rawdah ash shamaliyyah,3347,"17.51237710,47.11132808","17.50317376,47.09694553"
904,مخطط ا,Subdivision A,subdivision a,3347,"17.51058270,47.10288063","17.47176403,47.07894062"
905,مخطط ب,Subdivision B,subdivision b,3347,"17.51039006,47.08823570","17.48795038,47.07031874"
906,الصناعية,As Sinaiiyah,as sinaiiyah,3347,"17.50294654,47.07718339","17.48457460,47.05237633"
907, الفهد,Al Fahd,al fahd,3347,"17.49960455,47.10898991","17.47966814,47.09883605"
908,الروضة الجنوبية,Ar Rawdah Al Janubiyyah,ar rawdah al janubiyyah,3347,"17.50499028,47.11254186","17.49941876,47.10099987"
909,الصليب الشرقي,As Silayyib Ash Sharqi,as silayyib ash sharqi,377,"22.83053076,39.05537602","22.81444692,39.02592045"
910,الصليب الغربي,As Silayyib Al Gharbi,as silayyib al gharbi,377,"22.84686541,39.03334697","22.81442164,39.00363779"
911,الصبوح,As Sabuh,as sabuh,377,"22.81253694,39.05525095","22.79932027,39.03728603"
912,الفرنيسية الشرقية,Al Farnisiyyah Ash Sharqiyyah,al farnisiyyah ash sharqiyyah,377,"22.80039741,39.05525046","22.77647573,39.03756580"
913,السوق,As Suq,as suq,377,"22.80888990,39.03756581","22.79884056,39.03286514"
914,الصمد,As Samad,as samad,377,"22.80856580,39.03925402","22.78101855,39.02621911"
915,شمال الاذاعة,Al Idhaah North,al idhaah north,418,"23.87122854,42.89750608","23.85879779,42.88687788"
916,المعارض,Al Maarid,al maarid,418,"23.88834088,42.90520105","23.86891871,42.88938301"
917,الاذاعة,Al Idhaah,al idhaah,418,"23.88097836,42.91345231","23.85079277,42.89111001"
918,الملك فهد,King Fahd,king fahd,418,"23.90104754,42.91106792","23.88512595,42.89606436"
919,الملز,Al Malaz,al malaz,418,"23.89737160,42.92131414","23.87683989,42.90321242"
920,الاصفر,Al Asfar,al asfar,418,"23.90750432,42.91410802","23.89737160,42.90196046"
921,الحجاج,Al Hujjaj,al hujjaj,418,"23.93426238,42.95457956","23.92522719,42.94640729"
922,المهنيين,Al Mihaniyin,al mihaniyin,418,"23.93172105,42.95792961","23.92617968,42.94946161"
923,النهضة,An Nahdah,an nahdah,418,"23.91110385,42.90552921","23.88877790,42.88863153"
924,الملك فيصل,King Faisal,king faisal,418,"23.90787220,42.92223235","23.89320512,42.91106792"
925,الصالحية,As Salhiyah,as salhiyah,418,"23.90476028,42.92895765","23.89320509,42.91937722"
926,العود,Al Uud,al uud,418,"23.92028337,42.93807563","23.91176154,42.92210683"
927,المنفوحة,Al Manfuhah,al manfuhah,418,"23.91217178,42.92701517","23.90357069,42.91695354"
928,الصناعية,As Sinaiyah,as sinaiyah,418,"23.93122645,42.92582368","23.91612625,42.92145931"
929,الخزان,Al Khazzan,al khazzan,418,"23.91750949,42.93807140","23.90476028,42.92330282"
930,الملك خالد,King Khalid,king khalid,418,"23.91723578,42.92231315","23.90374372,42.90508673"
931,السليمانية,As Sulaymaniyah,as sulaymaniyah,418,"23.93137920,42.92205622","23.91449227,42.90864379"
932,الربوة,Al Rabwah,al rabwah,243,"25.92715780,49.60241964","25.91557734,49.58725449"
933,قرطبة,Qurtubah,qurtubah,243,"25.94133145,49.62356803","25.92755016,49.60886076"
934,الصناعية,As Sinaiyyah,as sinaiyyah,243,"25.92539851,49.65797139","25.91697978,49.65072800"
935,النزهة,An Nuzha,an nuzha,243,"25.92587025,49.65595817","25.91353236,49.64427522"
936,الاندلس,Al Andalus,al andalus,243,"25.94864605,49.65831728","25.93268839,49.64369879"
937,الروضة,Ar Rawdah,ar rawdah,243,"25.92700783,49.64653152","25.91641238,49.63747899"
938,غرناطة,Ghirnatah,ghirnatah,243,"25.93009924,49.62329003","25.91768993,49.61219868"
939,أشبيلية,Ishbiliyah,ishbiliyah,243,"25.91766862,49.61219882","25.90535264,49.59285862"
940,المطار,Al Matar,al matar,243,"25.93476362,49.65959742","25.92267938,49.64188379"
941,المدينة,Al Madinah,al madinah,243,"25.93221955,49.66722909","25.91688274,49.65602111"
942,النخيل,An Nakhil,an nakhil,243,"25.94116577,49.64170992","25.92070912,49.62001331"
943,الفردوس,Al Fardus,al fardus,243,"25.94291497,49.65187158","25.93051897,49.64045549"
944,البساتين,Al Basatin,al basatin,243,"25.92199123,49.62753963","25.90698392,49.61189360"
945,الربيع,Ar Rabi,ar rabi,47,"28.42594281,46.06931382","28.38072283,46.02703049"
946,الاسكان,Al Iskan,al iskan,47,"28.34622189,45.98483488","28.30679091,45.95236387"
947,الجامعة,Al Jamiah,al jamiah,47,"28.26280207,45.95907146","28.21374454,45.92018023"
948,الرابية,Ar Rabiyah,ar rabiyah,47,"28.39591085,45.94670669","28.35995149,45.90893512"
949,التلال,At Talal,at talal,47,"28.45554813,45.95169279","28.42513236,45.92453688"
950,الشفاء,Ash Shifa,ash shifa,47,"28.26634641,45.94257038","28.23234640,45.91036849"
